lattitude,longitude,rssi,rssiPacket,snr,srcID
43.5710, 1.4665, -115, -87, 7, 2
43.5710, 1.4665, -115, -87, 9, 2
43.5710, 1.4665, -114, -92, 8, 2
43.5710, 1.4665, -115, -89, 8, 2
43.5710, 1.4665, -115, -88, 8, 2
0.0000, 0.0000, 0, 0, 0, 0
0.0000, 0.0000, 0, 0, 0, 0
0.0000, 0.0000, 0, 0, 0, 0
0.0000, 0.0000, 0, 0, 0, 0
0.0000, 0.0000, 0, 0, 0, 0
0.0000, 0.0000, 0, 0, 0, 0
0.0000, 0.0000, 0, 0, 0, 0
0.0000, 0.0000, 0, 0, 0, 0
0.0000, 0.0000, 0, 0, 0, 0
0.0000, 0.0000, 0, 0, 0, 0
0.0000, 0.0000, 0, 0, 0, 0
0.0000, 0.0000, 0, 0, 0, 0
0.0000, 0.0000, 0, 0, 0, 0
0.0000, 0.0000, 0, 0, 0, 0
0.0000, 0.0000, 0, 0, 0, 0
0.0000, 0.0000, 0, 0, 0, 0
0.0000, 0.0000, 0, 0, 0, 0
0.0000, 0.0000, 0, 0, 0, 0
0.0000, 0.0000, 0, 0, 0, 0
0.0000, 0.0000, 0, 0, 0, 0
43.5707, 1.4667, -115, -87, 7, 2
43.5708, 1.4669, -115, -82, 7, 2
43.5707, 1.4670, -116, -79, 6, 2
43.5707, 1.4670, -115, -88, 7, 2
43.5707, 1.4671, -110, -83, 6, 2
43.5706, 1.4672, -115, -83, 6, 2
43.5705, 1.4673, -114, -83, 6, 2
43.5705, 1.4673, -115, -80, 6, 2
43.5704, 1.4674, -114, -79, 8, 2
43.5704, 1.4675, -115, -79, 6, 2
43.5703, 1.4675, -114, -88, 8, 2
43.5703, 1.4676, -116, -90, 7, 2
43.5702, 1.4676, -115, -94, 7, 2
43.5702, 1.4677, -115, -97, 6, 2
43.5701, 1.4677, -115, -92, 7, 2
43.5701, 1.4678, -111, -96, 6, 2
43.5700, 1.4678, -107, -95, 7, 2
43.5699, 1.4679, -114, -89, 6, 2
43.5699, 1.4679, -114, -95, 6, 2
43.5698, 1.4678, -114, -96, 8, 2
43.5697, 1.4677, -114, -100, 7, 2
43.5697, 1.4677, -115, -99, 7, 2
43.5697, 1.4676, -115, -95, 6, 2
43.5696, 1.4675, -116, -94, 6, 2
43.5695, 1.4674, -114, -91, 6, 2
43.5695, 1.4673, -115, -92, 6, 2
43.5694, 1.4673, -116, -94, 7, 2
43.5694, 1.4672, -115, -98, 6, 2
43.5693, 1.4672, -115, -95, 7, 2
43.5692, 1.4671, -114, -101, 5, 2
43.5692, 1.4671, -116, -96, 7, 2
43.5691, 1.4670, -115, -97, 6, 2
43.5690, 1.4670, -114, -100, 6, 2
43.5690, 1.4669, -116, -100, 6, 2
43.5689, 1.4668, -112, -95, 7, 2
43.5688, 1.4668, -115, -97, 7, 2
43.5688, 1.4667, -115, -97, 6, 2
43.5687, 1.4666, -114, -99, 6, 2
43.5687, 1.4666, -115, -97, 6, 2
43.5686, 1.4665, -110, -97, 6, 2
43.5685, 1.4665, -113, -96, 7, 2
43.5685, 1.4664, -104, -99, 2, 2
43.5684, 1.4663, -110, -103, 4, 2
43.5684, 1.4662, -112, -101, 5, 2
43.5683, 1.4661, -101, -98, 5, 2
43.5683, 1.4661, -107, -104, 0, 2
43.5682, 1.4660, -113, -109, 1, 2
43.5682, 1.4659, -113, -109, 3, 2
43.5682, 1.4658, -114, -110, 1, 2
43.5682, 1.4657, -113, -109, 1, 2
43.5681, 1.4656, -114, -110, 2, 2
43.5681, 1.4655, -113, -111, 1, 2
43.5681, 1.4654, -115, -110, 3, 2
43.5681, 1.4653, -115, -107, 5, 2
43.5681, 1.4652, -115, -109, 2, 2
43.5680, 1.4649, -114, -105, 5, 2
43.5679, 1.4648, -111, -121, -4, 2
43.5678, 1.4647, -94, -121, -4, 0
43.5677, 1.4647, -92, -121, -4, 0
43.5676, 1.4647, -96, -121, -4, 0
43.5675, 1.4647, -100, -137, -20, 0
43.5674, 1.4647, -91, -137, -20, 0
43.5673, 1.4648, -99, -137, -20, 0
43.5672, 1.4649, -101, -128, -11, 2
43.5671, 1.4649, -101, -130, -13, 2
43.5671, 1.4650, -106, -121, -4, 2
43.5670, 1.4650, -107, -122, -5, 2
43.5670, 1.4651, -105, -128, -11, 2
43.5669, 1.4651, -104, -130, -13, 2
43.5669, 1.4652, -107, -128, -11, 0
43.5668, 1.4653, -110, -123, -6, 2
43.5667, 1.4653, -107, -126, -9, 2
43.5667, 1.4654, -95, -123, -6, 2
43.5666, 1.4655, -104, -129, -12, 2
43.5665, 1.4655, -103, -131, -14, 2
43.5665, 1.4656, -101, -131, -14, 0
43.5664, 1.4656, -98, -126, -9, 2
43.5664, 1.4657, -107, -124, -7, 2
43.5663, 1.4658, -112, -120, -3, 2
43.5662, 1.4658, -112, -119, -2, 2
43.5660, 1.4660, -110, -120, -3, 2
43.5660, 1.4660, -113, -121, -4, 2
43.5659, 1.4661, -108, -119, -2, 2
43.5659, 1.4662, -107, -121, -4, 2
43.5658, 1.4663, -109, -128, -11, 2
43.5657, 1.4663, -108, -131, -14, 0
43.5657, 1.4664, -110, -130, -13, 2
43.5656, 1.4664, -108, -129, -12, 2
43.5656, 1.4665, -109, -131, -14, 2
43.5655, 1.4666, -110, -131, -14, 2
43.5654, 1.4666, -108, -125, -8, 2
43.5652, 1.4667, -103, -128, -11, 0
43.5649, 1.4671, -109, -129, -12, 2
43.5649, 1.4671, -108, -130, -13, 2
43.5648, 1.4672, -109, -131, -14, 2
43.5647, 1.4673, -107, -130, -13, 2
43.5647, 1.4673, -106, -131, -14, 0
43.5646, 1.4674, -105, -131, -14, 2
43.5645, 1.4674, -111, -130, -13, 2
43.5645, 1.4675, -111, -127, -10, 2
43.5644, 1.4675, -112, -128, -11, 2
43.5644, 1.4676, -107, -129, -12, 2
43.5643, 1.4677, -109, -132, -15, 0
43.5642, 1.4678, -113, -132, -15, 0
43.5642, 1.4678, -106, -131, -14, 0
43.5642, 1.4679, -108, -134, -17, 0
43.5641, 1.4680, -96, -128, -11, 2
43.5641, 1.4681, -113, -128, -11, 2
43.5640, 1.4682, -113, -124, -7, 2
43.5640, 1.4683, -103, -121, -4, 2
43.5639, 1.4683, -113, -126, -9, 2
43.5639, 1.4684, -97, -131, -14, 2
43.5638, 1.4684, -113, -128, -11, 2
43.5637, 1.4685, -112, -126, -9, 2
43.5637, 1.4686, -96, -131, -14, 2
43.5637, 1.4686, -111, -122, -5, 2
43.5636, 1.4687, -103, -128, -11, 2
43.5635, 1.4688, -115, -122, -5, 2
43.5635, 1.4689, -113, -125, -8, 2
43.5634, 1.4689, -115, -127, -10, 2
43.5634, 1.4689, -115, -122, -5, 2
43.5633, 1.4690, -115, -120, -3, 2
43.5632, 1.4691, -114, -124, -7, 2
43.5632, 1.4691, -110, -125, -8, 2
43.5631, 1.4692, -114, -122, -5, 2
43.5630, 1.4692, -114, -127, -10, 2
43.5630, 1.4693, -112, -123, -6, 2
43.5629, 1.4694, -115, -124, -7, 2
43.5629, 1.4694, -115, -124, -7, 2
43.5626, 1.4698, -115, -125, -8, 2
43.5625, 1.4698, -114, -125, -8, 2
43.5624, 1.4699, -115, -127, -10, 2
43.5623, 1.4699, -114, -131, -14, 2
43.5623, 1.4700, -115, -125, -8, 2
43.5622, 1.4700, -115, -131, -14, 2
43.5622, 1.4701, -115, -124, -7, 2
43.5621, 1.4701, -114, -129, -12, 2
43.5620, 1.4702, -115, -128, -11, 2
43.5620, 1.4703, -115, -132, -15, 2
43.5619, 1.4703, -114, -130, -13, 2
43.5619, 1.4704, -115, -131, -14, 2
43.5618, 1.4704, -115, -134, -17, 0
43.5617, 1.4705, -116, -129, -12, 2
43.5617, 1.4706, -115, -129, -12, 2
43.5616, 1.4706, -116, -131, -14, 2
43.5615, 1.4707, -115, -131, -14, 2
43.5615, 1.4707, -110, -131, -14, 0
43.5614, 1.4708, -115, -135, -18, 2
43.5613, 1.4709, -116, -132, -15, 2
43.5613, 1.4710, -115, -129, -12, 2
43.5612, 1.4710, -115, -130, -13, 2
43.5612, 1.4711, -114, -130, -13, 2
43.5611, 1.4711, -115, -133, -16, 2
43.5610, 1.4711, -116, -132, -15, 2
43.5609, 1.4711, -114, -130, -13, 0
43.5608, 1.4711, -115, -126, -9, 2
43.5608, 1.4710, -115, -130, -13, 2
43.5607, 1.4710, -115, -130, -13, 2
43.5606, 1.4710, -115, -131, -14, 2
43.5605, 1.4709, -115, -127, -10, 2
43.5605, 1.4709, -115, -130, -13, 2
43.5604, 1.4708, -115, -131, -14, 2
43.5603, 1.4708, -115, -128, -11, 2
43.5602, 1.4708, -116, -132, -15, 2
43.5602, 1.4708, -115, -129, -12, 2
43.5601, 1.4708, -115, -129, -12, 2
43.5601, 1.4707, -115, -132, -15, 2
43.5600, 1.4706, -115, -127, -10, 2
43.5597, 1.4701, -115, -132, -15, 2
43.5597, 1.4700, -115, -134, -17, 2
43.5596, 1.4700, -115, -136, -19, 2
43.5595, 1.4700, -114, -132, -15, 0
43.5594, 1.4699, -115, -130, -13, 2
43.5594, 1.4699, -115, -130, -13, 2
43.5593, 1.4698, -115, -131, -14, 0
43.5593, 1.4698, -111, -129, -12, 2
43.5592, 1.4697, -114, -132, -15, 2
43.5591, 1.4697, -116, -131, -14, 2
43.5591, 1.4696, -115, -125, -8, 2
43.5590, 1.4695, -116, -124, -7, 2
43.5590, 1.4694, -115, -121, -4, 2
43.5590, 1.4694, -115, -127, -10, 2
43.5589, 1.4693, -115, -127, -10, 2
43.5589, 1.4692, -116, -122, -5, 2
43.5588, 1.4691, -116, -126, -9, 2
43.5588, 1.4690, -115, -128, -11, 2
43.5587, 1.4689, -116, -131, -14, 0
43.5587, 1.4689, -115, -133, -16, 2
43.5586, 1.4689, -115, -126, -9, 2
43.5585, 1.4689, -115, -128, -11, 2
43.5584, 1.4689, -115, -131, -14, 2
43.5584, 1.4690, -115, -131, -14, 2
43.5583, 1.4690, -115, -131, -14, 2
43.5583, 1.4691, -116, -126, -9, 2
43.5583, 1.4691, -115, -127, -10, 2
43.5583, 1.4691, -115, -132, -15, 2
43.5583, 1.4691, -115, -131, -14, 2
43.5583, 1.4691, -114, -128, -11, 2
43.5582, 1.4692, -115, -126, -9, 2
43.5582, 1.4692, -116, -130, -13, 2
43.5581, 1.4692, -115, -123, -6, 2
43.5580, 1.4693, -115, -129, -12, 2
43.5580, 1.4694, -115, -127, -10, 2
43.5580, 1.4694, -115, -126, -9, 2
43.5579, 1.4695, -116, -125, -8, 2
43.5579, 1.4695, -116, -132, -15, 0
43.5578, 1.4695, -115, -133, -16, 2
43.5577, 1.4696, -115, -133, -16, 0
43.5577, 1.4696, -114, -129, -12, 2
43.5576, 1.4697, -116, -129, -12, 2
43.5576, 1.4697, -115, -135, -18, 0
43.5575, 1.4698, -115, -134, -17, 0
43.5575, 1.4698, -115, -133, -16, 2
43.5574, 1.4698, -115, -131, -14, 0
43.5574, 1.4697, -115, -126, -9, 2
43.5573, 1.4696, -115, -131, -14, 2
43.5573, 1.4696, -115, -125, -8, 2
43.5572, 1.4695, -115, -129, -12, 2
43.5572, 1.4695, -116, -133, -16, 2
43.5572, 1.4694, -115, -132, -15, 2
43.5571, 1.4693, -115, -129, -12, 2
43.5571, 1.4693, -115, -129, -12, 2
43.5571, 1.4692, -115, -133, -16, 2
43.5571, 1.4692, -115, -132, -15, 2
43.5572, 1.4691, -115, -126, -9, 2
43.5575, 1.4689, -115, -126, -9, 2
43.5575, 1.4689, -116, -132, -15, 0
43.5576, 1.4688, -115, -132, -15, 2
43.5577, 1.4688, -115, -128, -11, 2
43.5577, 1.4687, -115, -125, -8, 2
43.5577, 1.4687, -116, -129, -12, 2
43.5578, 1.4686, -116, -125, -8, 2
43.5578, 1.4686, -115, -127, -10, 2
43.5579, 1.4685, -115, -126, -9, 2
43.5579, 1.4685, -116, -130, -13, 2
43.5580, 1.4685, -115, -129, -12, 2
43.5580, 1.4684, -115, -127, -10, 2
43.5581, 1.4684, -115, -127, -10, 2
43.5581, 1.4683, -115, -125, -8, 2
43.5582, 1.4683, -115, -125, -8, 0
43.5582, 1.4683, -110, -125, -8, 0
43.5582, 1.4683, -115, -128, -11, 2
43.5582, 1.4683, -112, -128, -11, 2
43.5583, 1.4683, -115, -132, -15, 2
43.5583, 1.4683, -116, -122, -5, 2
43.5584, 1.4683, -116, -126, -9, 2
43.5584, 1.4682, -116, -125, -8, 2
43.5585, 1.4682, -114, -128, -11, 2
43.5585, 1.4681, -115, -127, -10, 2
43.5586, 1.4681, -115, -127, -10, 2
43.5586, 1.4680, -114, -127, -10, 2
43.5587, 1.4680, -112, -123, -6, 2
43.5587, 1.4679, -116, -123, -6, 2
43.5588, 1.4678, -115, -125, -8, 2
43.5589, 1.4678, -115, -121, -4, 2
43.5589, 1.4677, -115, -124, -7, 2
43.5590, 1.4677, -113, -126, -9, 2
43.5590, 1.4676, -115, -126, -9, 2
43.5591, 1.4676, -116, -123, -6, 2
43.5592, 1.4675, -115, -125, -8, 2
43.5592, 1.4675, -116, -121, -4, 2
43.5593, 1.4674, -115, -124, -7, 2
43.5594, 1.4673, -115, -125, -8, 2
43.5595, 1.4672, -115, -123, -6, 2
43.5596, 1.4670, -116, -128, -11, 2
43.5597, 1.4670, -116, -130, -13, 2
43.5597, 1.4669, -114, -130, -13, 2
43.5598, 1.4669, -116, -125, -8, 2
43.5598, 1.4668, -114, -127, -10, 2
43.5599, 1.4668, -115, -125, -8, 2
43.5600, 1.4667, -115, -131, -14, 2
43.5600, 1.4667, -117, -130, -13, 2
43.5601, 1.4666, -115, -122, -5, 2
43.5601, 1.4666, -115, -125, -8, 2
43.5602, 1.4665, -115, -123, -6, 2
43.5602, 1.4664, -115, -129, -12, 2
43.5603, 1.4664, -115, -125, -8, 2
43.5603, 1.4663, -113, -127, -10, 2
43.5604, 1.4663, -115, -126, -9, 2
43.5604, 1.4662, -113, -127, -10, 2
43.5605, 1.4662, -114, -125, -8, 2
43.5606, 1.4661, -115, -121, -4, 2
43.5606, 1.4660, -114, -122, -5, 2
43.5607, 1.4660, -115, -119, -2, 2
43.5607, 1.4659, -115, -114, 0, 2
43.5608, 1.4659, -115, -119, -2, 2
43.5608, 1.4658, -115, -122, -5, 2
43.5609, 1.4658, -114, -121, -4, 2
43.5609, 1.4657, -114, -114, 0, 2
43.5610, 1.4656, -114, -114, 0, 0
43.5611, 1.4656, -109, -126, -9, 2
43.5611, 1.4656, -108, -129, -12, 2
43.5612, 1.4655, -104, -136, -19, 0
43.5612, 1.4654, -104, -127, -10, 2
43.5613, 1.4654, -106, -127, -10, 0
43.5613, 1.4653, -100, -139, -22, 0
43.5614, 1.4652, -105, -139, -22, 0
43.5615, 1.4652, -97, -139, -22, 0
43.5616, 1.4651, -91, -136, -19, 0
43.5616, 1.4650, -102, -136, -19, 0
43.5617, 1.4650, -105, -132, -15, 0
43.5618, 1.4648, -102, -132, -15, 0
43.5620, 1.4646, -107, -135, -18, 2
43.5621, 1.4645, -112, -135, -18, 0
43.5622, 1.4644, -91, -135, -18, 0
43.5623, 1.4644, -107, -134, -17, 0
43.5624, 1.4643, -81, -134, -17, 0
43.5624, 1.4642, -93, -134, -17, 0
43.5625, 1.4642, -89, -134, -17, 0
43.5626, 1.4641, -100, -132, -15, 0
43.5627, 1.4640, -82, -132, -15, 0
43.5628, 1.4639, -90, -132, -15, 0
43.5628, 1.4639, -92, -132, -15, 0
43.5629, 1.4638, -88, -132, -15, 0
43.5630, 1.4637, -87, -132, -15, 0
43.5631, 1.4637, -81, -132, -15, 0
43.5632, 1.4637, -81, -132, -15, 0
43.5633, 1.4637, -84, -132, -15, 0
43.5634, 1.4637, -93, -132, -15, 0
43.5635, 1.4637, -75, -132, -15, 0
43.5636, 1.4637, -85, -132, -15, 0
43.5637, 1.4637, -81, -132, -15, 0
43.5638, 1.4637, -93, -132, -15, 0
43.5639, 1.4638, -104, -132, -15, 0
43.5639, 1.4638, -101, -128, -11, 2
43.5640, 1.4638, -98, -136, -19, 0
43.5641, 1.4639, -96, -134, -17, 0
43.5641, 1.4639, -88, -137, -20, 0
43.5642, 1.4640, -98, -138, -21, 0
43.5643, 1.4640, -94, -136, -19, 0
43.5644, 1.4641, -98, -136, -19, 0
43.5644, 1.4641, -91, -136, -19, 0
43.5645, 1.4642, -95, -136, -19, 0
43.5646, 1.4643, -94, -136, -19, 0
43.5647, 1.4645, -81, -138, -21, 0
43.5650, 1.4646, -90, -140, -23, 0
43.5651, 1.4646, -99, -140, -23, 0
43.5651, 1.4647, -89, -140, -23, 0
43.5652, 1.4648, -100, -140, -23, 0
43.5653, 1.4649, -89, -137, -20, 0
43.5653, 1.4649, -95, -137, -20, 0
43.5654, 1.4649, -103, -132, -15, 2
43.5654, 1.4650, -96, -137, -20, 0
43.5655, 1.4651, -100, -137, -20, 0
43.5656, 1.4651, -97, -138, -21, 0
43.5657, 1.4652, -101, -138, -21, 0
43.5657, 1.4652, -100, -137, -20, 0
43.5658, 1.4653, -106, -137, -20, 0
43.5658, 1.4653, -105, -129, -12, 2
43.5658, 1.4654, -108, -121, -4, 2
43.5659, 1.4655, -104, -131, -14, 0
43.5659, 1.4656, -103, -126, -9, 2
43.5660, 1.4657, -112, -109, 0, 2
43.5660, 1.4657, -113, -111, 0, 2
43.5660, 1.4658, -114, -109, 1, 2
43.5661, 1.4659, -112, -121, -4, 2
43.5662, 1.4659, -114, -118, -1, 2
43.5662, 1.4658, -114, -120, -3, 2
43.5663, 1.4658, -109, -126, -9, 2
43.5663, 1.4657, -107, -123, -6, 2
